kategori;category;entity;provinsi;province;kabupaten/kota
ritual;ritual;Jepara Thongtek Carnival;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Jepara Bedug Festival;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Gebyar Ki Aji Tunggal;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Festival Kartini;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Gebyar Mayong;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Sail Karimunjava;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Jepara Fashion On The Street;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Jepara Expo;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Bumi Kartini Expo;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Jepara Fair;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Jepara Triathlon;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Jepara Culinary Expo;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Jepara Cultural Festival;Jawa Tengah;Central Java;Kabupaten Jepara
ritual;ritual;Kudus UMKM Expo;Jawa Tengah;Central Java;Kabupaten Kudus
ritual;ritual;Loram Expo;Jawa Tengah;Central Java;Kabupaten Kudus
ritual;ritual;Kirab Budaya Kudus;Jawa Tengah;Central Java;Kabupaten Kudus
ritual;ritual;Kudus Food Expo;Jawa Tengah;Central Java;Kabupaten Kudus
ritual;ritual;Bulusan;Jawa Tengah;Central Java;Kabupaten Kudus
ritual;ritual;Dhandhangan;Jawa Tengah;Central Java;Kabupaten Kudus
ritual;ritual;Ampyang Maulid;Jawa Tengah;Central Java;Kabupaten Kudus
ritual;ritual;Maulidan Jawiyyan;Jawa Tengah;Central Java;Kabupaten Kudus
ritual;ritual;Tebokan Jenang;Jawa Tengah;Central Java;Kabupaten Kudus
ritual;ritual;Meron;Jawa Tengah;Central Java;Kabupaten Pati
ritual;ritual;Sedekah Bumi Pati;Jawa Tengah;Central Java;Kabupaten Pati
ritual;ritual;Sedekah Laut Juwana;Jawa Tengah;Central Java;Kabupaten Pati
ritual;ritual;Sedekah Laut Tayu;Jawa Tengah;Central Java;Kabupaten Pati
ritual;ritual;Pati Batik Carnival;Jawa Tengah;Central Java;Kabupaten Pati
ritual;ritual;Haul  Syuro Kajen;Jawa Tengah;Central Java;Kabupaten Pati
ritual;ritual;Pati Cooking Expo untuk memperingati hari pangan sedunia;Jawa Tengah;Central Java;Kabupaten Pati
ritual;ritual;HUT Rembang;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Rembang Expo;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Festival Lasem;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Lasem Batik Carnival;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Rembang Fashion On The Street;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Sedekah Bumi;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Sedekah Laut;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Penjamasan Bende Becak;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Lomba Thong-thong Klek;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Haul Mbah Sambu;Jawa Tengah;Central Java;Kabupaten Rembang
ritual;ritual;Festival Pintoe Dalam;Jawa Tengah;Central Java;Kota Pekalongan
ritual;ritual;Dugderan;Jawa Tengah;Central Java;Kota Semarang
ritual;ritual;Semarang Expo;Jawa Tengah;Central Java;Kota Semarang
ritual;ritual;Semarang Great Sale;Jawa Tengah;Central Java;Kota Semarang
ritual;ritual;Semarang Fashion Festival;Jawa Tengah;Central Java;Kota Semarang
ritual;ritual;Semarang Fashion On The Street;Jawa Tengah;Central Java;Kota Semarang
ritual;ritual;Festival Kota Lama Semarang;Jawa Tengah;Central Java;Kota Semarang
ritual;ritual;Sintren;Jawa Tengah;Central Java;Kota Tegal
ritual;ritual;Pawai Rolasan;Jawa Tengah;Central Java;Kota Tegal
ritual;ritual;Sedekah Laut;Jawa Tengah;Central Java;Kota Tegal
ritual;ritual;Kirab gotong Toapekong;Jawa Tengah;Central Java;Kota Tegal
ritual;ritual;Haul Haddad;Jawa Tengah;Central Java;Kota Tegal
ritual;ritual;Festival Damar Kurung;Jawa Timur;East Java;Kabupaten Gresik
ritual;ritual;HUT Jember;Jawa Timur;East Java;Kabupaten Jember
ritual;ritual;BBJ;Jawa Timur;East Java;Kabupaten Jember
ritual;ritual;Jember Fashion Carnival;Jawa Timur;East Java;Kabupaten Jember
ritual;ritual;Tanoker Egrang Festival;Jawa Timur;East Java;Kabupaten Jember
ritual;ritual;Gerak Jalan Tajem;Jawa Timur;East Java;Kabupaten Jember
ritual;ritual;Nisfu Syaban;Jawa Timur;East Java;Kabupaten Pamekasan
ritual;ritual;upacara petik laut;Jawa Timur;East Java;Kabupaten Pamekasan
ritual;ritual;Pesta Gawai Dayak;Kalimantan Barat;West Kalimantan;Kabupaten Bengkayang
ritual;ritual;Festival Bumi Sebalo;Kalimantan Barat;West Kalimantan;Kabupaten Bengkayang
ritual;ritual;Pesta Naik Dango;Kalimantan Barat;West Kalimantan;Kabupaten Bengkayang
ritual;ritual;Tahun Baru Imlek;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;Cap Go Meh;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;Gawai Dayak Naik Dango;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;Mappanretasi;Kalimantan Selatan;South Borneo;Kabupaten Tanah Bumbu
ritual;ritual;Festival Budaya Pasar Terapung;Kalimantan Selatan;South Borneo;Kota Banjarmasin
ritual;ritual;Wadian;Kalimantan Tengah;Central Kalimantan;Kabupaten Barito Selatan
ritual;ritual;Adat rukun kematian Kaharingan;Kalimantan Tengah;Central Kalimantan;Kabupaten Barito Selatan
ritual;ritual;Pesta Adat Nondoi;Kalimantan Timur;East Kalimantan;Kabupaten Penajam Paser Utara
ritual;ritual;Pesta Pantai Sipakario;Kalimantan Timur;East Kalimantan;Kabupaten Penajam Paser Utara
ritual;ritual;Pesta Pantai Lango;Kalimantan Timur;East Kalimantan;Kabupaten Penajam Paser Utara
ritual;ritual;Pesta Laut;Kalimantan Timur;East Kalimantan;Kota Bontang
ritual;ritual;Pesta adat Erau Pelas Benua;Kalimantan Timur;East Kalimantan;Kota Bontang
ritual;ritual;Pesta Rakyat Iraw Tengkayu;Kalimantan Utara;North Kalimantan;Kota Tarakan
ritual;ritual;Basuh lantai;Kepulauan Riau;Riau islands;Kabupaten Lingga
ritual;ritual;Ratif saman;Kepulauan Riau;Riau islands;Kabupaten Lingga
ritual;ritual;Mandi safar;Kepulauan Riau;Riau islands;Kabupaten Lingga
ritual;ritual;Haul Jama;Kepulauan Riau;Riau islands;Kabupaten Lingga
ritual;ritual;Pesta Sakura;Lampung;Lampung;Kabupaten Lampung Barat
ritual;ritual;Festival Teluk Stabas;Lampung;Lampung;Kabupaten Lampung Barat
ritual;ritual;Festival Putri Nuban;Lampung;Lampung;Kota Metro
ritual;ritual;Upacara Adat Hibua Lamo;Maluku Utara;North Maluku;Kabupaten Halmahera Utara
ritual;ritual;Upacara Keagamaan Paskah-Semana Santa;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Flores Timur
ritual;ritual;Upacara Potang Balimau;Riau;Riau;Kabupaten Pelalawan
ritual;ritual;Kirab Budaya Dlingo;Yogyakarta;Yogyakarta;Kabupaten Bantul
ritual;ritual;Bantul Ekspo;Yogyakarta;Yogyakarta;Kabupaten Bantul
ritual;ritual;Lukisan Tradisional Wayang Kamasan Asal;Bali;Bali;Kabupaten Klungkung
ritual;ritual;gaya Kamasan;Bali;Bali;Kabupaten Klungkung
ritual;ritual;I Made Kanta;Bali;Bali;Kabupaten Klungkung
ritual;ritual;Mandi Taman;Jambi;Jambi;Kabupaten Kerinci
ritual;ritual;Ngayun;Jambi;Jambi;Kabupaten Kerinci
ritual;ritual;NGAOS;Jawa Barat;West Java;Kabupaten Cianjur
ritual;ritual;Aef Sudrajat;Jawa Barat;West Java;Kabupaten Karawang
ritual;ritual;Tasik Festival;Jawa Barat;West Java;Kota Tasikmalaya
ritual;ritual;Tasik Open;Jawa Barat;West Java;Kota Tasikmalaya
ritual;ritual;Festival Kuliner Tasikmalaya;Jawa Barat;West Java;Kota Tasikmalaya
ritual;ritual;Tasikmalaya Craft and Culture Festival;Jawa Barat;West Java;Kota Tasikmalaya
ritual;ritual;Ritual;Jawa Tengah;Central Java;Kabupaten Boyolali
ritual;ritual;DEMAK BARONG CARNIVAL;Jawa Tengah;Central Java;Kabupaten Demak
ritual;ritual;Pesta Laut Tawang;Jawa Tengah;Central Java;Kabupaten Kendal
ritual;ritual;Bumi Purwahamba Indah;Jawa Tengah;Central Java;Kabupaten Tegal
ritual;ritual;Rebo Wekasan;Jawa Tengah;Central Java;Kabupaten Tegal
ritual;ritual;Rebo Pungkasan;Jawa Tengah;Central Java;Kabupaten Tegal
ritual;ritual;Syawalan;Jawa Tengah;Central Java;Kota Pekalongan
ritual;ritual;Grebeg Mulud;Jawa Tengah;Central Java;Kota Surakarta
ritual;ritual;Karnaval Batik Solo;Jawa Tengah;Central Java;Kota Surakarta
ritual;ritual;Solo Batik Carnival;Jawa Tengah;Central Java;Kota Surakarta
ritual;ritual;Mantu Poci;Jawa Tengah;Central Java;Kota Tegal
ritual;ritual;Lembu Peteng;Jawa Timur;East Java;Kabupaten Bangkalan
ritual;ritual;Tengger;Jawa Timur;East Java;Kabupaten Pasuruan
ritual;ritual;Gunung Bromo;Jawa Timur;East Java;Kabupaten Pasuruan
ritual;ritual;Tahap Awal;Jawa Timur;East Java;Kabupaten Sampang
ritual;ritual;Acara Gundeggan;Jawa Timur;East Java;Kabupaten Sampang
ritual;ritual;perayaan Imlek;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;tradisi Tionghoa;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;orang Dayak;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;penganut Kong Hu Cu;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;Buddha;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;warga Tionghoa;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;Singkawang;Kalimantan Barat;West Kalimantan;Kota Singkawang
ritual;ritual;paralayang;Lampung;Lampung;Kabupaten Lampung Barat
ritual;ritual;Katolik;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Nagekeo
ritual;ritual;Islam;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Nagekeo
ritual;ritual;Secondary Sub;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Nagekeo
ritual;ritual;district;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Nagekeo
ritual;ritual;Worowatu;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Nagekeo
ritual;ritual;Duri;Riau;Riau;Kabupaten Bengkalis
ritual;ritual;Acara Perayaan Imlek;Riau;Riau;Kabupaten Kepulauan Meranti
ritual;ritual;Perayaan Imlek;Riau;Riau;Kabupaten Kepulauan Meranti
ritual;ritual;kawasan Provinsi Riau;Riau;Riau;Kabupaten Kepulauan Meranti
ritual;ritual;Pangkal Pinang;Riau;Riau;Kabupaten Kepulauan Meranti
ritual;ritual;Pacu Jalur;Riau;Riau;Kabupaten Kuantan Singingi
ritual;ritual;Perahu Baganduang;Riau;Riau;Kabupaten Kuantan Singingi
ritual;ritual;Ritual Bakar Tongkang;Riau;Riau;Kabupaten Rokan Hilir
ritual;ritual;Wisata Budaya;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;tedong;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;Minanga;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;Sesenapadang;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;Wisata Alam Air Terjun Sarambu;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;Permandian Air Panas;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;Desa Rambusaratu;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;Wisata Budaya Rumah;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;Desa Ballapeu;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;Tradisi;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;Nosu;Sulawesi Barat;West Sulawesi;Kabupaten Mamasa
ritual;ritual;kesenian mandar;Sulawesi Barat;West Sulawesi;Kabupaten Polewali Mandar
ritual;ritual;Kariaa;Sulawesi Tenggara;Southeast Sulawesi;Kabupaten Wakatobi
ritual;ritual;silat;Sulawesi Tenggara;Southeast Sulawesi;Kabupaten Wakatobi
ritual;ritual;Tradisi Bose;Sulawesi Tenggara;Southeast Sulawesi;Kabupaten Wakatobi
ritual;ritual;Ekowisata;Sulawesi Utara;North Sulawesi;Kota Manado
ritual;ritual;Selam;Sulawesi Utara;North Sulawesi;Kota Manado
ritual;ritual;pertunjukan Pacu Itik;Sumatera Barat;West Sumatra;Kota Payakumbuh
rumah;House;Bentuk Atap menyerupai Pelana;Gorontalo;Gorontalo;None
rumah;House;Bentuk Rumah Panggung;Gorontalo;Gorontalo;None
rumah;House;Tiang Pelaminan;Gorontalo;Gorontalo;None
rumah;House;Gapura Gorontalo telah dibuat;Gorontalo;Gorontalo;None
rumah;House;Rumah Adat Suku Banjar disebut Rumah Bubungan Tinggi;Kalimantan Selatan;South Borneo;None
rumah;House;Rumah Adat Suku Dayak Bukit disebut Balai;Kalimantan Selatan;South Borneo;None
rumah;House;Rumah Panggung;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
rumah;House;Rumah Limas;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
rumah;House;Rumah Rakit;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
rumah;House;Rumah adat;Nusa Tenggara Timur;East Nusa Tenggara;None
rumah;House;pasola;Nusa Tenggara Timur;East Nusa Tenggara;None
rumah;House;Rumah adat dan pasola;Nusa Tenggara Timur;East Nusa Tenggara;None
rumah;House;Rumah adat Gobel;Gorontalo;Gorontalo;None
rumah;House;Rumah Adat Bentara Pineung;Aceh;Aceh;Kabupaten Pidie
rumah;House;Rumah Adat Bentara Blang;Aceh;Aceh;Kabupaten Pidie
rumah;House;Rumah Adat Rejang Lebong;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
rumah;House;Rumah Adat Dulohupa;Gorontalo;Gorontalo;Kota Gorontalo
rumah;House;Rumah Adat Bandayo Poboide;Gorontalo;Gorontalo;Kota Gorontalo
rumah;House;Rumah Adat Panjalin;Jawa Barat;West Java;Kabupaten Majalengka
rumah;House;Museum Keraton Sumenep;Jawa Timur;East Java;Kabupaten Sumenep
rumah;House;Rumah Adat Tradisional Madura Tanean Lanjhang;Jawa Timur;East Java;Kabupaten Sumenep
rumah;House;Rumah Adat Baluk;Kalimantan Barat;West Kalimantan;Kabupaten Bengkayang
rumah;House;Rumah Adat Kutai Guntung;Kalimantan Timur;East Kalimantan;Kota Bontang
rumah;House;Rumah adat;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Alor
rumah;House;moko;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Alor
rumah;House;Rumah adat dan moko;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Alor
rumah;House;Rumah adat berwarna coklat tua;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Alor
rumah;House;Moko berwarna hitam juga tidak dapat diartikan;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Alor
rumah;House;Rumah Adat berwarna coklat tua dan Moko berwarna hitam juga tidak dapat diartikan;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Alor
rumah;House;Rumah Adat;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Lembata
rumah;House;Ritus Pesta Kacang Jontona;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Lembata
rumah;House;Rumah Adat dan Ritus Pesta Kacang Jontona;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Lembata
rumah;House;Rumah Adat;Sulawesi Tenggara;Southeast Sulawesi;Kota Bau-Bau
rumah;House;Rumah Adat Palembang;Sumatera Selatan;South Sumatra;Kota Palembang
rumah;House;Rumah Adat Pakpak;Sumatera Utara;North Sumatra;Kabupaten Dairi
rumah;House;Rumah adat;Sumatera Utara;North Sumatra;Kabupaten Nias
rumah;House;Rumah adat dalam perisai segi limadilatarbelakangi;Sumatera Utara;North Sumatra;Kabupaten Toba Samosir
rumah;House;Rumah Adat Desa Tumori;Sumatera Utara;North Sumatra;Kota Gunungsitoli
seni pertunjukkan;performing arts;Wayang Kulit;Jawa Tengah;Central Java;Kota Tegal
seni pertunjukkan;performing arts;Wayang Golek;Jawa Tengah;Central Java;Kota Tegal
seni pertunjukkan;performing arts;Wayang Golek;Jawa Barat;West Java;None
seni pertunjukkan;performing arts;Wayang kulit Cirebon;Jawa Barat;West Java;None
seni pertunjukkan;performing arts;Mamanda;Kalimantan Selatan;South Borneo;None
seni pertunjukkan;performing arts;Lamut;Kalimantan Selatan;South Borneo;None
seni pertunjukkan;performing arts;Madihin;Kalimantan Selatan;South Borneo;None
seni pertunjukkan;performing arts;Wayang Kulit Banjar;Kalimantan Selatan;South Borneo;None
seni pertunjukkan;performing arts;Wayang Gung;Kalimantan Selatan;South Borneo;None
seni pertunjukkan;performing arts;Balian;Kalimantan Selatan;South Borneo;None
seni pertunjukkan;performing arts;Bisma wicara;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Bambang Arasoma;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Salya;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Pangeran Duryodana;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Gunungan Wayang kulit Cirebon gaya Kulonan;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Jabang karya Arie Nugraha;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Arjuna;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Begawan Sekutrem;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Betara Guru;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Betara Narada;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Cungkring;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Semar;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Bagong Sunda;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Togog;Jawa Barat;West Java;Kabupaten Karawang
seni pertunjukkan;performing arts;Wayang Golek;Jawa Barat;West Java;Kabupaten Majalengka
seni pertunjukkan;performing arts;Wayang Kulit;Jawa Barat;West Java;Kabupaten Majalengka
seni pertunjukkan;performing arts;Wayang kulit gagrag Banyumas;Jawa Tengah;Central Java;Kabupaten Banyumas
seni pertunjukkan;performing arts;Wayang kulit;Jawa Tengah;Central Java;Kabupaten Blora
seni pertunjukkan;performing arts;Wayang krucil;Jawa Tengah;Central Java;Kabupaten Blora
seni pertunjukkan;performing arts;Wayang Golek;Jawa Tengah;Central Java;Kabupaten Brebes
seni pertunjukkan;performing arts;Wayang Golek Langkung;Jawa Tengah;Central Java;Kabupaten Jepara
seni pertunjukkan;performing arts;Wayang Golek Menak;Jawa Tengah;Central Java;Kabupaten Kudus
seni pertunjukkan;performing arts;Wayang Bengkong;Jawa Tengah;Central Java;Kabupaten Rembang
seni pertunjukkan;performing arts;Wayang Beber;Jawa Tengah;Central Java;Kabupaten Sragen
seni pertunjukkan;performing arts;Wayang Kulit;Jawa Tengah;Central Java;Kabupaten Tegal
seni pertunjukkan;performing arts;Wayang Kulit;Jawa Tengah;Central Java;Kota Pekalongan
seni pertunjukkan;performing arts;Wayang terbesar;Jawa Tengah;Central Java;Kota Tegal
seni pertunjukkan;performing arts;Wayang kolaborasi  warna;Jawa Tengah;Central Java;Kota Tegal
seni pertunjukkan;performing arts;Wayang Osing;Jawa Timur;East Java;Kabupaten Banyuwangi
seni pertunjukkan;performing arts;Wayang Thengul;Jawa Timur;East Java;Kabupaten Bojonegoro
seni pertunjukkan;performing arts;Wayang Kulit;Jawa Timur;East Java;Kabupaten Gresik
seni pertunjukkan;performing arts;Wayang Timplong;Jawa Timur;East Java;Kabupaten Nganjuk
seni pertunjukkan;performing arts;Wayang Kulit Purwo;Jawa Timur;East Java;Kabupaten Tulungagung
seni pertunjukkan;performing arts;Wayang kulit indramayu;Jawa Barat;West Java;Kabupaten Indramayu
seni pertunjukkan;performing arts;Kesenian Buncis;Jawa Barat;West Java;Kabupaten Purwakarta
seni pertunjukkan;performing arts;Domyak;Jawa Barat;West Java;Kabupaten Purwakarta
seni pertunjukkan;performing arts;Wayang Golek Cepak Tegalan;Jawa Tengah;Central Java;Kabupaten Tegal
seni pertunjukkan;performing arts;Wayang Golek Tegal;Jawa Tengah;Central Java;Kabupaten Tegal
seni pertunjukkan;performing arts;Ki Enthus Susmono;Jawa Tengah;Central Java;Kabupaten Tegal
senjata;weapon;Keris;Bali;Bali;None
senjata;weapon;Tombak;Bali;Bali;None
senjata;weapon;Tiuk;Bali;Bali;None
senjata;weapon;Taji;Bali;Bali;None
senjata;weapon;Kandik;Bali;Bali;None
senjata;weapon;Caluk;Bali;Bali;None
senjata;weapon;Arit;Bali;Bali;None
senjata;weapon;Udud;Bali;Bali;None
senjata;weapon;Gelewang;Bali;Bali;None
senjata;weapon;Trisula;Bali;Bali;None
senjata;weapon;Panah;Bali;Bali;None
senjata;weapon;Penampad;Bali;Bali;None
senjata;weapon;Garot;Bali;Bali;None
senjata;weapon;Tulud;Bali;Bali;None
senjata;weapon;Kis-Kis;Bali;Bali;None
senjata;weapon;Anggapan;Bali;Bali;None
senjata;weapon;Berang;Bali;Bali;None
senjata;weapon;Blakas;Bali;Bali;None
senjata;weapon;Pengiris;Bali;Bali;None
senjata;weapon;Pengutik;Bali;Bali;None
senjata;weapon;Tah;Bali;Bali;None
senjata;weapon;Wamilo;Gorontalo;Gorontalo;None
senjata;weapon;Bituo;Gorontalo;Gorontalo;None
senjata;weapon;Sabele;Gorontalo;Gorontalo;None
senjata;weapon;Travalla;Gorontalo;Gorontalo;None
senjata;weapon;Mandau;Kalimantan Timur;East Kalimantan;None
senjata;weapon;Gayang;Kalimantan Timur;East Kalimantan;None
senjata;weapon;Keris Buritkang;Kalimantan Timur;East Kalimantan;None
senjata;weapon;Sumpit;Kalimantan Timur;East Kalimantan;None
senjata;weapon;Perisai;Kalimantan Timur;East Kalimantan;None
senjata;weapon;Tombak;Kalimantan Timur;East Kalimantan;None
senjata;weapon;Parang bangka;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
senjata;weapon;Kedik;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
senjata;weapon;Siwar Panjang;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
senjata;weapon;Badik;Sulawesi Selatan;South Sulawesi;None
senjata;weapon;Papporok;Sulawesi Selatan;South Sulawesi;None
senjata;weapon;sikin panyang;Aceh;Aceh;None
senjata;weapon;peurise awe;Aceh;Aceh;None
senjata;weapon;peurise;Aceh;Aceh;None
senjata;weapon;siwah;Aceh;Aceh;None
senjata;weapon;Sabel;Sulawesi Utara;North Sulawesi;None
senjata;weapon;kerambit;Sumatera Barat;West Sumatra;None
senjata;weapon;Minang;Sumatera Barat;West Sumatra;None
senjata;weapon;Senapang Lantak;Kalimantan Barat;West Kalimantan;Kabupaten Sekadau
senjata;weapon;Sumpit;Kalimantan Barat;West Kalimantan;Kabupaten Sekadau
senjata;weapon;Mandau;Kalimantan Barat;West Kalimantan;Kabupaten Sekadau
senjata;weapon;Nyabor;Kalimantan Barat;West Kalimantan;Kabupaten Sekadau
senjata;weapon;Pedang;Kalimantan Barat;West Kalimantan;Kabupaten Sekadau
senjata;weapon;Jempol;Kalimantan Barat;West Kalimantan;Kabupaten Sekadau
senjata;weapon;Perisai untuk pertahanan diri;Kalimantan Barat;West Kalimantan;Kabupaten Sekadau
senjata;weapon;Senjata Kampilan;Jambi;Jambi;Kabupaten Tanjung Jabung Timur
senjata;weapon;Bacemman;Jawa Timur;East Java;Kabupaten Sampang
senjata;weapon;Sumpitan;Kalimantan Tengah;Central Kalimantan;Kabupaten Seruyan
situs;site;Situs Mantup;Yogyakarta;Yogyakarta;None
situs;site;Situs Payak;Yogyakarta;Yogyakarta;None
situs;site;Situs Mangir;Yogyakarta;Yogyakarta;None
situs;site;Situs Arca Bugisan;Yogyakarta;Yogyakarta;None
situs;site;Situs Arca Gupolo;Yogyakarta;Yogyakarta;None
situs;site;Situs Gua Sentono;Yogyakarta;Yogyakarta;None
situs;site;Situs Sokoliman;Yogyakarta;Yogyakarta;None
situs;site;Situs Gondangan;Yogyakarta;Yogyakarta;None
situs;site;Situs Bleberan;Yogyakarta;Yogyakarta;None
situs;site;Situs Batu Tulis huludayeuh;Jawa Barat;West Java;Kabupaten Cirebon
situs;site;Situs Pasanggrahan Balong Biru;Jawa Barat;West Java;Kabupaten Cirebon
situs;site;Situs Lawang Gede;Jawa Barat;West Java;Kabupaten Cirebon
situs;site;Situs Makam Tegal Mas;Jawa Timur;East Java;Kabupaten Situbondo
situs;site;Situs Raja Balok;Kepulauan Bangka Belitung;Bangka Belitung Islands;None
situs;site;Situs Oluhuta;Gorontalo;Gorontalo;None
situs;site;Situs Trowulan;Jawa Timur;East Java;None
situs;site;Situs Kerajaan Kuala Batee;Aceh;Aceh;Kabupaten Aceh Barat Daya
situs;site;Situs Salakanagara;Banten;Banten;Kabupaten Pandeglang
situs;site;Situs Rumah Hitam;Jawa Barat;West Java;Kabupaten Bandung
situs;site;Situs Bumi Alit Kabuyutan;Jawa Barat;West Java;Kabupaten Bandung
situs;site;Situs Makam Bosscha;Jawa Barat;West Java;Kabupaten Bandung
situs;site;Situs Gunung Padang;Jawa Barat;West Java;Kabupaten Bandung
situs;site;Situs Megalitikum Gunung Padang;Jawa Barat;West Java;Kabupaten Cianjur
situs;site;Situs Megalitikum Gunung Kasur;Jawa Barat;West Java;Kabupaten Cianjur
situs;site;Situs Sanghiang Sagarahiang;Jawa Barat;West Java;Kabupaten Kuningan
situs;site;Situs Sanghyang Lingga;Jawa Barat;West Java;Kabupaten Majalengka
situs;site;Situs Gunung Ageung;Jawa Barat;West Java;Kabupaten Majalengka
situs;site;Situs Cungkuk;Jawa Barat;West Java;Kabupaten Sukabumi
situs;site;Situs Tulang Belulang Manusia Austronesia;Jawa Tengah;Central Java;Kabupaten Rembang
situs;site;peninggalan kebudayaannya;Jawa Tengah;Central Java;Kabupaten Rembang
situs;site;Situs Tulang Belulang Manusia Austronesia dan peninggalan kebudayaannya;Jawa Tengah;Central Java;Kabupaten Rembang
situs;site;Situs Pertapaan Pamulang;Jawa Tengah;Central Java;Kabupaten Rembang
situs;site;Situs Kota Sejarah Lasem;Jawa Tengah;Central Java;Kabupaten Rembang
situs;site;Situs Manusia Purba Semedo;Jawa Tengah;Central Java;Kabupaten Tegal
